¿compras_productos_de_dermocosmética?,¿has_comprado_productos_de_dermocosmética_en_fybeca_alguna_vez?,"cuando_piensas_en_fybeca,_¿qué_tan_asociada_la_percibes_con_productos_de_dermocosmética?",¿cuál_de_las_siguientes_palabras_describe_mejor_a_fybeca_en_dermocosmética?,"la_comunicación_de_fybeca_sobre_dermocosmética_(imágenes,_textos,_promociones)_es:","¿sientes_que_la_comunicación_de_fybeca_aborda_problemas_reales_de_la_piel_(acné,_manchas,_sensibilidad,_envejecimiento,_etc.)?",¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_beneficios_claros_del_producto,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_recomendaciones_según_tipo_de_piel,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_antes_y_después_/_resultados,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_consejos_de_expertos,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_promociones_y_descuentos,¿qué_te_gustaría_ver_más_en_la_comunicación_de_fybeca?:_comparación_entre_productos,¿cómo_percibes_los_precios_de_fybeca_en_dermocosmética?,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_totalmente_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_ni_de_acuerdo_ni_en_desacuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_de_acuerdo,¿qué_factor_influye_más_en_tu_decisión_de_compra_de_productos_dermocosméticos?:_totalmente_de_acuerdo,¿qué_tanto_confías_en_fybeca_como_experta_en_el_cuidado_de_la_piel?,¿crees_que_en_fybeca_puedes_recibir_asesoría_adecuada_para_elegir_productos_dermocosméticos?,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_personal_capacitado,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_recomendaciones_dermatológicas,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_test_de_piel,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_contenido_educativo,¿qué_te_daría_más_confianza_al_comprar_dermocosmética_en_fybeca?:_opiniones_de_otros_clientes,¿qué_debería_mejorar_fybeca_para_que_la_elijas_como_tu_principal_lugar_de_compra_de_dermocosmética?,ciudad:,ciudad
Sí,"Sí, pero hace más de 6 meses",Poco asociada,Moderna,Clara,En parte,nan,nan,nan,nan,Promociones y descuentos,nan,Más altos,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,Contenido educativo,Opiniones de otros clientes,Que sean más claros a la hora de vender la linea dermocosmética,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Algo,En parte,nan,nan,Test de piel,nan,nan,El precio y la asesoría,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,nan,Consejos de expertos,nan,nan,Más bajos que la competencia,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Más información del producto,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Más altos,nan,nan,nan,"Precio, Producto",Calidad,Mucho,"Sí, totalmente",Personal capacitado,nan,Test de piel,nan,nan,Nada pues nos brinda una excelente atención,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Más bajos que la competencia,nan,nan,Calidad,nan,"Precio, Producto",Mucho,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Más información de los productos,Quito,Quito
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,St Domingo,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,nan,nan,Más altos,nan,nan,nan,"Precio, Producto",Calidad,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Más personal capacitado y paciente,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Moderna,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,nan,Más altos,nan,nan,nan,Precio,"Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,"Los precios, en ocasiones es más caro que en otro local y es el mismo producto.",Quito,Quito
Sí,"No, nunca",Algo asociada,Confiable,Clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,Similares,"Precio, Calidad, Producto",nan,nan,nan,nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Tal vez costos,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad",Producto,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Me gustaría encontrar otras marcas dermocosméticas,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Muy clara,En parte,nan,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,nan,Más bajos que la competencia,nan,nan,nan,Calidad,"Precio, Producto",Algo,"Sí, totalmente",Personal capacitado,nan,Test de piel,nan,nan,"Que los venden los productos, sepan de piel y no te vendan por vender productos que pueden afectar a largo o corto plazo a la piel",Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,nan,Más bajos que la competencia,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Que siempre tenga expertas en cuidado,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Más bajos que la competencia,"Calidad, Producto",nan,nan,nan,Precio,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Seguir a si siendo los mejores,Latacunga,Quito
Sí,"Sí, pero hace más de 6 meses",Poco asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Más altos,Precio,nan,nan,"Calidad, Producto",nan,Algo,No lo sé,nan,Recomendaciones dermatológicas,nan,nan,nan,Mas información,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,Promociones y descuentos,Comparación entre productos,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,Test de piel,nan,nan,Precios,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,No lo sé,nan,nan,"Precio, Calidad, Producto",nan,nan,Mucho,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Nada,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Ynvnnm,Quito
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Poco clara,En parte,nan,nan,nan,nan,Promociones y descuentos,nan,Más altos,Calidad,nan,nan,nan,"Precio, Producto",Algo,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Tener personal q asesore en cada tipo de piel,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,Precio,nan,"Calidad, Producto",Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Podría ser promociones y descuentos,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,nan,nan,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Calidad, Producto",Precio,Algo,En parte,nan,Recomendaciones dermatológicas,Test de piel,nan,nan,El asesoramiento de acuerdo a la necesidades de la persona tomando en cuenta su presupuesto y otros aspectos,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Déjar de ser racista,Quitó,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Económica,Muy clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,nan,Más bajos que la competencia,nan,nan,nan,Producto,"Precio, Calidad",Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Recomendaciones profesionales,Quito,Quito
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,nan,nan,nan,Comparación entre productos,Similares,"Precio, Producto",nan,nan,nan,Calidad,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,"Siempre compro productos dermatológicos aquí, yo creo que siempre queda bien un asesor en las farmacias",Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Poco asociada,No la asocio con dermocosmética,Poco clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Más altos,nan,Precio,"Calidad, Producto",nan,nan,Poco,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Que si está más conocimiento sobre los principios activos que tienen los productos que realmente conozcan los tipos de piel de cada paciente que vaya a preguntar cuando no tenga conocimiento o respaldo de un dermatólogo,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,"Precio, Calidad, Producto",nan,nan,Algo,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Precios,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Es mi preferido,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,"Precio, Producto",Calidad,nan,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Más opciones de las que ya tienen,"Valle de Los Chillos, Quito",Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Moderna,Clara,En parte,nan,nan,nan,Consejos de expertos,nan,nan,Similares,nan,nan,"Precio, Calidad, Producto",nan,nan,Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Que teabajen cosmetólogo,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Poco clara,"Sí, claramente",Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,nan,nan,Más altos,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,El precio de los productos dermocosmeticos,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Experta,Muy clara,"Sí, claramente",Beneficios claros del producto,nan,nan,nan,nan,nan,Más bajos que la competencia,Producto,nan,nan,nan,"Precio, Calidad",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Su explicación más detallada,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Personas más capacitadas en dermatología,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,nan,nan,Más altos,nan,nan,nan,nan,"Precio, Calidad, Producto",Poco,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Mas informacion para el cliente,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Similares,nan,nan,nan,"Precio, Calidad",Producto,Algo,No,nan,Recomendaciones dermatológicas,nan,Contenido educativo,nan,"El asesoramiento en cuanto a productos, precios.",Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,Consejos de expertos,nan,nan,Más bajos que la competencia,nan,Producto,nan,Calidad,Precio,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Nada es increíble,Quito,Quito
Sí,"No, nunca",Algo asociada,Confiable,Clara,En parte,nan,nan,Antes y después / resultados,nan,nan,nan,Más altos,nan,Precio,Producto,Calidad,nan,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,Precio,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Poco asociada,Básica,Poco clara,En parte,nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Más altos,Precio,nan,Producto,Calidad,nan,Poco,No lo sé,nan,Recomendaciones dermatológicas,nan,nan,nan,Precios,Quito,Quito
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Clara,En parte,nan,nan,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,Más altos,nan,nan,nan,Precio,"Calidad, Producto",Algo,En parte,nan,Recomendaciones dermatológicas,nan,nan,nan,Los precios y la oferta de marcas,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,En parte,Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,"Precio, Calidad",nan,Producto,nan,nan,Algo,En parte,Personal capacitado,nan,nan,nan,nan,"Personal capacitado, precios no exagerados",Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,Antes y después / resultados,nan,nan,nan,Más bajos que la competencia,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Talvez en regalar muestras para que la gente pueda probar los productos muchas veces uno tiene desconfianza si compro y no es adaptable con mi piel,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Muy clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Más altos,nan,nan,nan,nan,"Precio, Calidad, Producto",Algo,No,Personal capacitado,nan,Test de piel,Contenido educativo,nan,El conocimiento de los productos por parte del personal,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,nan,nan,Más altos,nan,nan,nan,Precio,"Calidad, Producto",Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Precio,Quito,Quito
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Tabacundo,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Poco clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,Consejos de expertos,Promociones y descuentos,nan,Más altos,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Mejorar precios es muy caro,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,nan,nan,nan,Más bajos que la competencia,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,En mad precios bajos,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad",Producto,Mucho,"Sí, totalmente",Personal capacitado,nan,nan,nan,nan,Seguir capacitandose en todos los productos que venden,Quito,Quito
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,"Sí, totalmente",Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Ser más claros en los benefícios de los productos para cada tipo de piel y sobre los precios.,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Muy clara,"Sí, claramente",nan,nan,nan,Consejos de expertos,nan,nan,Similares,nan,nan,Precio,"Calidad, Producto",nan,Mucho,"Sí, totalmente",nan,nan,Test de piel,nan,nan,Personal capacitado,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
No estoy seguro/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Experta,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,Comparación entre productos,Más altos,nan,nan,nan,nan,"Precio, Calidad, Producto",Mucho,En parte,Personal capacitado,Recomendaciones dermatológicas,Test de piel,nan,nan,Precios más bajos y descuentos si compras más de 1 producto y si cliente regular un descuento permanente,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,Recomendaciones según tipo de piel,Antes y después / resultados,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,Precio,"Calidad, Producto",Mucho,En parte,Personal capacitado,nan,Test de piel,nan,nan,"Características de los productos, antes y después",Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Algo asociada,No la asocio con dermocosmética,Poco clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,Consejos de expertos,Promociones y descuentos,nan,Más altos,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,En parte,Personal capacitado,nan,Test de piel,nan,nan,Capacitación del personal que realiza la venta,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Clara,En parte,nan,nan,Antes y después / resultados,nan,nan,nan,Similares,nan,Precio,Producto,Calidad,nan,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,nan,nan,nan,Disponibilidad en todas las fybecas,Quito,Quito
No,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Algo asociada,Confiable,Muy clara,"Sí, claramente",nan,Recomendaciones según tipo de piel,nan,Consejos de expertos,nan,nan,Similares,nan,nan,nan,"Precio, Producto",Calidad,Mucho,"Sí, totalmente",nan,Recomendaciones dermatológicas,Test de piel,nan,nan,Más promociones,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,En parte,nan,nan,nan,nan,Promociones y descuentos,nan,Similares,nan,nan,nan,"Precio, Calidad, Producto",nan,Mucho,En parte,Personal capacitado,nan,nan,nan,nan,Áreas de dermocosmetica,Quitó,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Moderna,Poco clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,nan,nan,Promociones y descuentos,Comparación entre productos,Más bajos que la competencia,nan,nan,nan,"Precio, Calidad, Producto",nan,Algo,En parte,nan,Recomendaciones dermatológicas,Test de piel,nan,Opiniones de otros clientes,Mejorar sus recomendaciones y promociones,Quito,Quito
Sí,"Sí, pero hace más de 6 meses",Muy asociada,Confiable,Clara,En parte,Beneficios claros del producto,nan,nan,nan,nan,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Algo,En parte,nan,nan,Test de piel,nan,nan,Asesoramiento con test de piel porque la mayoría no sabemos ni qué productos utilizar,Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Muy asociada,Confiable,Poco clara,No,nan,nan,nan,Consejos de expertos,Promociones y descuentos,nan,Similares,nan,nan,nan,nan,"Precio, Calidad, Producto",Algo,En parte,Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,"Mejor asesoria la verdad yo soy medico y soy fanatica de skincare y muchas yo he intruido a las vendedoras acerca de los productos yo mas bien compro por que yo mismo me instruyo, si les falta muchisoma capacitacion",Quito,Quito
Sí,"Sí, recientemente (últimos 6 meses)",Algo asociada,Confiable,Clara,En parte,Beneficios claros del producto,Recomendaciones según tipo de piel,Antes y después / resultados,nan,nan,nan,Similares,nan,nan,nan,Precio,"Calidad, Producto",Algo,En parte,Personal capacitado,Recomendaciones dermatológicas,nan,nan,nan,Asesoría experta,Riobamba,Quito
